Query ID	Gene	Count	Class	Order	Taxon	Agreed taxon	match ID	Identical matches %	Alignment length	Number mismatches	Number gap openings	Start of alignment in query	End of alignment in query	Start of alignment in match	End of alignment in match	Expect value	Bit score
2414|NZAC03009253|Plot-LB1_Pitfall-Trap|Subplot_L|Pitfall-Trap|Araneae	28S	1	Arachnida	Araneae	Arachnida	Araneae	gi|222822471|gb|FJ607523.1|	93.27	654	41	3	1	653	33	684	0	961
1790|NZAC03013335|Plot-8_Leaf-Litter|Subplot_O|Leaf-Litter|Eupulmonata	28S	1	Gastropoda	Gastropoda	Gastropoda	Eupulmonata	gi|448645730|gb|JX098077.1|	87.68	682	49	25	1	661	351	1018	0	761
3966|NZAC03010622|Plot-4_Pitfall-Trap|Subplot_H|Pitfall-Trap|Araneae	28S	1	Arachnida	Araneae	Arachnida	Araneae	gi|215260321|gb|EU817773.1|	88.68	380	21	11	486	865	420	777	1.00E-120	444
4407|NZAC03012858|Plot-3_Leaf-Litter|Subplot_N|Leaf-Litter|Lithobiomorpha	28S	1	Chilopoda	Lithobiomorpha	Myriapoda	Lithobiomorpha	gi|81158312|gb|DQ222132.1|	91.07	448	27	10	409	853	762	1199	9.00E-172	614
3513|NZAC03011809|Plot-6_Leaf-Litter|Subplot_I|Leaf-Litter|Staphylinidae	28S	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|693465052|gb|KJ845102.1|	86.07	366	36	9	378	743	728	1078	3.00E-101	379
2880|NZAC03013526|Plot-5_Pitfall-Trap|Subplot_A|Pitfall-Trap|Coleoptera	28S	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|162072140|gb|EU164656.1|	99.72	712	1	1	1	712	371	1081	0	1304
1443|NZAC03012254|Plot-4_Leaf-Litter|Subplot_A|Leaf-Litter|Hymenoptera	28S	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|117343790|gb|DQ888474.1|	90.98	765	45	13	8	762	1	751	0	1009
3565|NZAC03012467|Plot-5_Leaf-Litter|Subplot_I|Leaf-Litter|Lepidoptera	28S	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|18765999|gb|AF423922.1|	89.25	400	39	4	358	754	747	1145	9.00E-137	497
4187|NZAC03010968|Plot-6_Leaf-Litter|Subplot_N|Leaf-Litter|Hymenoptera	28S	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|359293404|gb|JN623691.1|	94.86	681	33	2	2	680	226	906	0	1075
1745|NZAC03013002|Plot-8_Leaf-Litter|Subplot_O|Leaf-Litter|Hemiptera	28S	1	Insecta	Hemiptera	Insecta	Hemiptera	gi|585865612|gb|KF781250.1|	88.83	734	67	10	1	730	120	842	0	887
2401|NZAC03009295|Plot-LB1_Pitfall-Trap|Subplot_L|Pitfall-Trap|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|549465824|gb|KC992554.1|	100	658	0	0	1	658	357	1014	0	1216
4434|NZAC03010134|Plot-1_Leaf-Litter|Subplot_L|Leaf-Litter|Hymenoptera	28S	1	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|300391056|gb|GQ374775.1|	92.17	817	54	8	1	814	351	1160	0	1149
3551|NZAC03013379|Plot-8_Leaf-Litter|Subplot_O|Leaf-Litter|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|476002538|gb|JX448848.1|	90.91	792	64	7	1	789	12	798	0	1057
3574|NZAC03012619|Plot-5_Leaf-Litter|Subplot_I|Leaf-Litter|Lepidoptera	28S	1	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|18765999|gb|AF423922.1|	80.55	807	117	28	1	786	358	1145	7.00E-163	584
3545|NZAC03012425|Plot-4_Leaf-Litter|Subplot_A|Leaf-Litter|Staphylinidae	28S	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|693464975|gb|KJ845025.1|	94.81	482	24	1	234	715	643	1123	0	750
1713|NZAC03011067|Plot-8_Leaf-Litter|Subplot_O|Leaf-Litter|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|37223289|gb|AY310666.1|	89.4	755	71	9	1	751	373	1122	0	942
3939|NZAC03013233|Plot-8_Leaf-Litter|Subplot_O|Leaf-Litter|Coleoptera	28S	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|338164100|gb|JF763588.1|	93.1	754	41	10	1	751	359	1104	0	1101
2953|NZAC03006371|Plot-CM30c30_Pitfall-Trap|Subplot_N|Pitfall-Trap|Staphylinidae	28S	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|304273779|gb|GU377316.1|	91.82	660	43	11	1	655	315	968	0	909
4282|NZAC03013449|Plot-2_Pitfall-Trap|Subplot_M|Pitfall-Trap|Coleoptera	28S	1	Insecta	Coleoptera	Insecta	Coleoptera	gi|619323557|gb|KF626105.1|	99.35	308	2	0	463	770	1	308	4.00E-155	558
3917|NZAC03011270|Plot-2_Leaf-Litter|Subplot_C|Leaf-Litter|Lithobiomorpha	28S	1	Chilopoda	Lithobiomorpha	Myriapoda	Lithobiomorpha	gi|81158312|gb|DQ222132.1|	93.71	350	13	5	434	780	844	1187	7.00E-143	518
3514|NZAC03011869|Plot-6_Leaf-Litter|Subplot_I|Leaf-Litter|Staphylinidae	28S	1	Insecta	Coleoptera	Insecta	Staphylinidae	gi|693464975|gb|KJ845025.1|	97.8	772	16	1	1	772	351	1121	0	1330
3512|NZAC03011788|Plot-6_Leaf-Litter|Subplot_I|Leaf-Litter|Opiliones	28S	1	Arachnida	Opiliones	Arachnida	Opiliones	gi|328506989|gb|GQ912788.2|	88.44	796	79	9	1	792	332	1118	0	948
4145|NZAC03011641|Plot-5_Pitfall-Trap|Subplot_B|Pitfall-Trap|Coleoptera	28S	2	Insecta	Coleoptera	Insecta	Coleoptera	gi|52222057|gb|AY646289.1|	94.19	792	34	9	13	798	1	786	0	1197
3926|NZAC03011309|Plot-2_Leaf-Litter|Subplot_C|Leaf-Litter|Pselaphinae	28S	1	Insecta	Coleoptera	Insecta	Pselaphinae	gi|693464963|gb|KJ845013.1|	85.13	269	34	5	1	266	352	617	6.00E-71	278
513|NZAC03010470|Plot-6_Pitfall-Trap|Subplot-E|Pitfall-Trap|Coleoptera	COI	140	Insecta	Coleoptera	Insecta	Salpingidae	gi|313180201|gb|HM909104.1|	88.45	658	76	0	1	658	1	658	0	795
459|NZAC03010438|Plot-6_Pitfall-Trap|Subplot-A|Pitfall-Trap|Formicidae	COI	71	Insecta	Hymenoptera	Insecta	Formicidae	gi|554519450|gb|KF371311.1|	84.58	655	93	5	8	658	8	658	0	643
538|NZAC03010682|Plot-CM30c30_Pitfall-Trap|Subplot-M|Pitfall-Trap|Formicidae	COI	56	Insecta	Hymenoptera	Insecta	Formicidae	gi|87046892|gb|DQ353353.1|	89.67	639	66	0	20	658	1	639	0	815
2346|NZAC03014004|Plot-LB1_Leaf-Litter|Subplot-E|Leaf-Litter|Lepidoptera	COI	33	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529382457|gb|KF402863.1|	90.72	657	61	0	2	658	2	658	0	876
2037|NZAC03012089|Plot-6_Leaf-Litter|Subplot-I|Leaf-Litter|Mandibulata	COI	25	Myriapoda	Myriapoda	Myriapoda	Myriapoda	gi|322408989|gb|HQ966172.1|	82.2	590	101	4	71	658	71	658	4.00E-139	505
2024|NZAC03012405|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Coleoptera	COI	19	Insecta	Coleoptera	Insecta	Ptiliidae	gi|695093485|gb|KJ967417.1|	83.9	652	105	0	6	657	6	657	1.00E-174	623
575|NZAC03010692|Plot-CM30c30_Pitfall-Trap|Subplot-M|Pitfall-Trap|Amphipoda	COI	44	Malacostraca	Amphipoda	Malacostraca	Amphipoda	gi|641803776|gb|KJ592773.1|	82.92	650	103	7	6	651	8	653	3.00E-161	579
670|NZAC03009267|Plot-LB1_Pitfall-Trap|Subplot-L|Pitfall-Trap|Formicidae	COI	21	Insecta	Hymenoptera	Insecta	Formicidae	gi|226525876|gb|FJ824423.1|	98.84	603	7	0	56	658	1	603	0	1075
238|NZAC03010506|Plot-4_Pitfall-Trap|Subplot-H|Pitfall-Trap|Coleoptera	COI	28	Insecta	Coleoptera	Insecta	Scaphidiinae	gi|743153982|gb|KM444387.1|	84.11	661	99	4	1	658	1	658	2.00E-178	636
2308|NZAC03014314|Plot-LB1_Leaf-Litter|Subplot-E|Leaf-Litter|Coleoptera	COI	17	Insecta	Coleoptera	Insecta	Ptiliidae	gi|695085947|gb|KJ963648.1|	85.3	660	93	4	1	658	1	658	0	678
279|NZAC03011648|Plot-4_Pitfall-Trap|Subplot-P|Pitfall-Trap|Formicidae	COI	9	Insecta	Hymenoptera	Insecta	Formicidae	gi|87046892|gb|DQ353353.1|	88.56	638	73	0	21	658	2	639	0	774
3272|NZAC03011326|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Pseudoscorpiones	COI	16	Arachnida	Pseudoscorpiones	Arachnida	Pseudoscorpiones	gi|193075390|gb|EU559513.1|	86.38	624	81	4	5	626	8	629	0	678
264|NZAC03011597|Plot-4_Pitfall-Trap|Subplot-P|Pitfall-Trap|Coleoptera	COI	22	Insecta	Coleoptera	Insecta	Coleoptera	gi|594607441|gb|KJ089391.1|	84.78	657	94	5	5	658	5	658	0	654
3713|NZAC03012093|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Lepidoptera	COI	21	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529376859|gb|KF400064.1|	91.64	658	55	0	1	658	1	658	0	911
216|NZAC03010507|Plot-4_Pitfall-Trap|Subplot-H|Pitfall-Trap|Staphylinidae	COI	10	Insecta	Coleoptera	Insecta	Staphylinidae	gi|743148212|gb|KM442477.1|	88.92	659	71	2	1	658	1	658	0	811
2116|NZAC03012127|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Elateridae	COI	11	Insecta	Coleoptera	Insecta	Elateridae	gi|757814020|gb|KM612515.1|	86	657	92	0	2	658	41	697	0	704
148|NZAC03013650|Plot-3_Pitfall-Trap|Subplot-H|Pitfall-Trap|Diptera	COI	9	Insecta	Diptera	Insecta	Diptera	gi|317449110|emb|FR719155.1|	95.59	658	29	0	1	658	35	692	0	1055
3738|NZAC03012796|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Lepidoptera	COI	14	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529377031|gb|KF400150.1|	93.3	657	44	0	2	658	2	658	0	970
2301|NZAC03014331|Plot-LB1_Leaf-Litter|Subplot-E|Leaf-Litter|Curculionidae	COI	25	Insecta	Coleoptera	Insecta	Curculionidae	gi|633895515|emb|HG939603.1|	85.47	654	89	6	8	658	8	658	0	676
2302|NZAC03014425|Plot-LB1_Leaf-Litter|Subplot-E|Leaf-Litter|Coleoptera	COI	12	Insecta	Coleoptera	Insecta	Staphylinidae	gi|743165203|gb|KM448026.1|	88.75	658	74	0	1	658	1	658	0	808
3295|NZAC03011313|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Pselaphinae	COI	16	Insecta	Coleoptera	Insecta	Pselaphinae	gi|292388694|gb|GU142831.1|	84.16	625	95	4	2	624	4	626	1.00E-168	603
2304|NZAC03014311|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Coleoptera	COI	6	Insecta	Coleoptera	Insecta	Staphylinidae	gi|321134716|gb|HQ978627.1|	85.63	654	92	2	6	658	6	658	0	686
160|NZAC03013511|Plot-3_Pitfall-Trap|Subplot-H|Pitfall-Trap|Tettigoniidae	COI	11	Insecta	Orthoptera	Insecta	Tettigoniidae	gi|592745507|gb|KF930803.1|	86.1	633	88	0	26	658	1	633	0	682
3737|NZAC03012129|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Hemiptera	COI	9	Insecta	Hemiptera	Insecta	Aphidoidea	gi|523456899|gb|KF365463.1|	81.69	628	111	4	5	630	10	635	2.00E-143	520
636|NZAC03009257|Plot-LB1_Pitfall-Trap|Subplot-L|Pitfall-Trap|Coleoptera	COI	8	Insecta	Coleoptera	Insecta	Coleoptera	gi|743145702|gb|KM441742.1|	87.39	658	81	2	2	658	2	658	0	754
3730|NZAC03012669|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Endopterygota	COI	25	Insecta	Coleoptera	Insecta	Ptiliidae	gi|695086481|gb|KJ963915.1|	85.12	652	95	2	2	652	2	652	0	665
706|NZAC03009261|Plot-LB1_Pitfall-Trap|Subplot-O|Pitfall-Trap|Orthoptera	COI	13	Insecta	Orthoptera	Insecta	Orthoptera	gi|88696702|gb|DQ365790.1|	90.34	559	54	0	57	615	22	580	0	734
381|NZAC03011432|Plot-5_Pitfall-Trap|Subplot-B|Pitfall-Trap|Lepidoptera	COI	4	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|377824895|gb|JQ412567.1|	84.85	660	96	4	1	658	1	658	0	662
2380|NZAC03014053|Plot-LB1_Leaf-Litter|Subplot-E|Leaf-Litter|Lepidoptera	COI	8	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|374902967|gb|JQ554593.1|	91.93	657	53	0	1	657	1	657	0	920
462|NZAC03010794|Plot-6_Pitfall-Trap|Subplot-A|Pitfall-Trap|Endopterygota	COI	8	Insecta	Neoptera	Insecta	Endopterygota	gi|380857348|gb|JN801182.1|	90.91	649	59	0	1	649	1	649	0	872
358|NZAC03011666|Plot-5_Pitfall-Trap|Subplot-B|Pitfall-Trap|Araneae	COI	5	Arachnida	Araneae	Arachnida	Araneae	gi|296399562|gb|GU682568.1|	86.17	658	89	2	2	658	2	658	0	710
3689|NZAC03011939|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Polydesmida	COI	5	Diplopoda	Polydesmida	Myriapoda	Polydesmida	gi|452814516|gb|KC193678.1|	83.25	567	89	6	95	658	109	672	2.00E-142	516
1946|NZAC03012211|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Pselaphinae	COI	4	Insecta	Coleoptera	Insecta	Pselaphinae	gi|743157325|gb|KM445414.1|	85	600	90	0	59	658	59	658	9.00E-171	610
3675|NZAC03012793|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Lepidoptera	COI	5	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529369961|gb|KF396615.1|	91.93	657	53	0	1	657	1	657	0	920
1359|NZAC03009256|Plot-LB1_Pitfall-Trap|Subplot-L|Pitfall-Trap|Coleoptera	COI	18	Insecta	Coleoptera	Insecta	Curculionidae	gi|743171212|gb|KM449933.1|	82.75	661	108	5	1	658	1	658	6.00E-163	584
254|NZAC03011431|Plot-4_Pitfall-Trap|Subplot-P|Pitfall-Trap|Curculionidae	COI	18	Insecta	Coleoptera	Insecta	Curculionidae	gi|743151061|gb|KM443419.1|	85.04	655	92	6	6	657	6	657	0	662
487|NZAC03010580|Plot-6_Pitfall-Trap|Subplot-E|Pitfall-Trap|Araneae	COI	7	Arachnida	Araneae	Arachnida	Araneae	gi|299019049|gb|HM376100.1|	87.23	658	84	0	1	658	1	658	0	750
2294|NZAC03014267|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Coleoptera	COI	5	Insecta	Coleoptera	Insecta	Coleoptera	gi|743166164|gb|KM448265.1|	85.45	653	95	0	6	658	6	658	0	680
2006|NZAC03012368|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Pseudoscorpiones	COI	5	Arachnida	Pseudoscorpiones	Arachnida	Pseudoscorpiones	gi|193075418|gb|EU559527.1|	98.93	655	7	0	1	655	1	655	0	1171
2224|NZAC03014197|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Curculionidae	COI	18	Insecta	Coleoptera	Insecta	Curculionidae	gi|743174333|gb|KM450966.1|	83.97	655	103	2	5	658	5	658	9.00E-176	627
665|NZAC03009309|Plot-LB1_Pitfall-Trap|Subplot-L|Pitfall-Trap|Diptera	COI	4	Insecta	Diptera	Insecta	Diptera	gi|594605873|gb|KJ088607.1|	85.98	656	86	6	6	658	6	658	0	697
1294|NZAC03010908|Plot-1_Pitfall-Trap|Subplot-D|Pitfall-Trap|Orthoptera	COI	14	Insecta	Orthoptera	Insecta	Orthoptera	gi|409211877|gb|JX828106.1|	86.79	636	78	4	26	658	26	658	0	704
1268|NZAC03012677|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Coleoptera	COI	10	Insecta	Coleoptera	Insecta	Coleoptera	gi|695089519|gb|KJ965434.1|	87.73	652	78	2	8	658	8	658	0	760
445|NZAC03010439|Plot-6_Pitfall-Trap|Subplot-A|Pitfall-Trap|Scarabaeidae	COI	7	Insecta	Coleoptera	Insecta	Scarabaeidae	gi|695083204|gb|KJ962288.1|	86.63	658	86	2	2	658	2	658	0	726
711|NZAC03009106|Plot-LB1_Pitfall-Trap|Subplot-O|Pitfall-Trap|Diptera	COI	7	Insecta	Diptera	Insecta	Diptera	gi|602174659|gb|KJ165014.1|	91.68	637	53	0	2	638	2	638	0	883
3292|NZAC03011175|Plot-2_Leaf-Litter|Subplot-C|Leaf-Litter|Curculionidae	COI	11	Insecta	Coleoptera	Insecta	Curculionidae	gi|321274171|gb|GU981512.1|	85.44	618	88	2	5	621	8	624	3.00E-180	641
2318|NZAC03014032|Plot-LB1_Leaf-Litter|Subplot-E|Leaf-Litter|Opiliones	COI	3	Arachnida	Opiliones	Arachnida	Opiliones	gi|125489700|gb|DQ992318.1|	95.23	608	29	0	51	658	1	608	0	968
177|NZAC03011480|Plot-3_Pitfall-Trap|Subplot-E|Pitfall-Trap|Formicidae	COI	7	Insecta	Hymenoptera	Insecta	Formicidae	gi|87046848|gb|DQ353331.1|	87.7	626	77	0	20	645	1	626	0	730
3677|NZAC03012828|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Coleoptera	COI	3	Insecta	Coleoptera	Insecta	Coleoptera	gi|635373991|gb|KJ444321.1|	89.07	659	70	2	1	658	1	658	0	819
2272|NZAC03014276|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Amphipoda	COI	36	Malacostraca	Amphipoda	Malacostraca	Amphipoda	gi|568632096|gb|KF459960.1|	82.74	614	100	6	47	657	629	19	3.00E-150	542
2249|NZAC03012946|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Araneae	COI	3	Arachnida	Araneae	Arachnida	Araneae	gi|426274204|gb|JX240240.1|	88.03	660	75	4	1	658	1	658	0	778
14|NZAC03010916|Plot-1_Pitfall-Trap|Subplot-D|Pitfall-Trap|Opiliones	COI	7	Arachnida	Opiliones	Arachnida	Opiliones	gi|667696849|gb|KJ871415.1|	82.03	640	113	2	1	639	9	647	9.00E-151	544
74|NZAC03013629|Plot-2_Pitfall-Trap|Subplot-E|Pitfall-Trap|Araneae	COI	3	Arachnida	Araneae	Arachnida	Araneae	gi|262068394|gb|FJ838650.1|	89.3	654	70	0	5	658	5	658	0	821
539|NZAC03010761|Plot-CM30c30_Pitfall-Trap|Subplot-M|Pitfall-Trap|Diptera	COI	12	Insecta	Diptera	Insecta	Diptera	gi|568780602|dbj|AB669755.1|	88.82	662	64	6	2	658	43	699	0	804
3646|NZAC03012121|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Pselaphinae	COI	6	Insecta	Coleoptera	Insecta	Pselaphinae	gi|259015640|gb|FJ819900.1|	85.15	653	93	4	8	658	8	658	0	665
3304|NZAC03012871|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Isopoda	COI	5	Arthropoda	Arthropoda	Arthropoda	Pancrustacea	gi|219663915|gb|FJ437276.1|	81.59	630	108	8	1	626	4	629	7.00E-142	514
2057|NZAC03011710|Plot-6_Leaf-Litter|Subplot-I|Leaf-Litter|Isopoda	COI	10	Malacostraca	Isopoda	Malacostraca	Isopoda	gi|589907744|dbj|AB861899.1|	83.8	611	99	0	41	651	1	611	7.00E-162	580
550|NZAC03010687|Plot-CM30c30_Pitfall-Trap|Subplot-M|Pitfall-Trap|Diptera	COI	5	Insecta	Diptera	Insecta	Diptera	gi|343208554|gb|JN289922.1|	82.11	665	105	11	1	658	1	658	1.00E-154	556
511|NZAC03010510|Plot-6_Pitfall-Trap|Subplot-A|Pitfall-Trap|Diptera	COI	7	Insecta	Diptera	Insecta	Diptera	gi|440578817|emb|HE614017.1|	91.19	658	58	0	1	658	1	658	0	894
591|NZAC03009339|Plot-CM30c30_Pitfall-Trap|Subplot-I|Pitfall-Trap|Hemiptera	COI	7	Insecta	Hemiptera	Insecta	Hemiptera	gi|306995503|gb|HQ106373.1|	87.23	658	84	0	1	658	1	658	0	750
436|NZAC03010417|Plot-6_Pitfall-Trap|Subplot-A|Pitfall-Trap|Diptera	COI	5	Insecta	Diptera	Insecta	Diptera	gi|730103452|gb|KM457608.1|	88.47	659	74	2	1	658	1	658	0	795
164|NZAC03013454|Plot-3_Pitfall-Trap|Subplot-H|Pitfall-Trap|Coleoptera	COI	23	Insecta	Coleoptera	Insecta	Salpingidae	gi|743161344|gb|KM446748.1|	85.47	654	95	0	5	658	5	658	0	682
1954|NZAC03012228|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Araneae	COI	2	Arachnida	Araneae	Arachnida	Araneae	gi|296400258|gb|GU682916.1|	87.44	653	78	4	8	658	8	658	0	749
2186|NZAC03010384|Plot-7_Leaf-Litter|Subplot-M|Leaf-Litter|Curculionidae	COI	3	Insecta	Coleoptera	Insecta	Curculionidae	gi|321275558|gb|GU988154.1|	83.56	657	104	3	2	657	4	657	3.00E-171	612
370|NZAC03011641|Plot-5_Pitfall-Trap|Subplot-B|Pitfall-Trap|Coleoptera	COI	4	Insecta	Coleoptera	Insecta	Coleoptera	gi|671697076|gb|KJ592156.1|	84.27	661	98	6	1	658	1	658	1.00E-179	640
690|NZAC03009100|Plot-LB1_Pitfall-Trap|Subplot-O|Pitfall-Trap|Amphipoda	COI	24	Malacostraca	Amphipoda	Malacostraca	Amphipoda	gi|578887366|dbj|AB741766.1|	83.16	659	109	2	1	658	1	658	5.00E-168	601
362|NZAC03011830|Plot-5_Pitfall-Trap|Subplot-B|Pitfall-Trap|Amphipoda	COI	5	Malacostraca	Amphipoda	Malacostraca	Amphipoda	gi|641803782|gb|KJ592776.1|	83.86	601	93	4	53	651	14	612	2.00E-158	569
1264|NZAC03013283|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Pancrustacea	COI	7	Arthropoda	Arthropoda	Arthropoda	Pancrustacea	gi|170180124|gb|EU364626.1|	83	659	108	3	2	658	2	658	9.00E-166	593
1357|NZAC03010634|Plot-6_Pitfall-Trap|Subplot-E|Pitfall-Trap|Coleoptera	COI	18	Insecta	Coleoptera	Insecta	Salpingidae	gi|313180201|gb|HM909104.1|	86.45	657	89	0	2	658	2	658	0	721
1387|NZAC03010546|Plot-6_Pitfall-Trap|Subplot-A|Pitfall-Trap|Hemiptera	COI	12	Insecta	Hemiptera	Insecta	Hemiptera	gi|400180486|gb|JX231168.1|	81.75	652	109	10	10	657	21	666	2.00E-148	536
608|NZAC03006362|Plot-CM30c30_Pitfall-Trap|Subplot-N|Pitfall-Trap|Hemiptera	COI	4	Insecta	Hemiptera	Insecta	Hemiptera	gi|292387515|gb|GU142238.1|	80.37	657	125	4	4	658	3	657	7.00E-137	497
3303|NZAC03012861|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Hemiptera	COI	16	Insecta	Hemiptera	Insecta	Hemiptera	gi|306994735|gb|HQ105989.1|	85.55	623	88	2	3	624	47	668	0	651
748|NZAC03009022|Plot-LB1_Pitfall-Trap|Subplot-C|Pitfall-Trap|Carabidae	COI	3	Insecta	Coleoptera	Insecta	Carabidae	gi|743139257|gb|KM439612.1|	93.15	657	45	0	2	658	2	658	0	965
1249|NZAC03013303|Plot-8_Leaf-Litter|Subplot-O|Leaf-Litter|Diptera	COI	2	Insecta	Diptera	Insecta	Diptera	gi|573463829|gb|KJ082961.1|	87.16	654	84	0	5	658	4	657	0	743
3630|NZAC03011728|Plot-6_Leaf-Litter|Subplot-I|Leaf-Litter|Coleoptera	COI	9	Insecta	Coleoptera	Insecta	Staphylinidae	gi|743161628|gb|KM446843.1|	85.89	652	90	2	8	658	8	658	0	693
471|NZAC03010815|Plot-6_Pitfall-Trap|Subplot-A|Pitfall-Trap|Lepidoptera	COI	4	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529380791|gb|KF402030.1|	91.63	657	53	2	2	657	2	657	0	907
87|NZAC03013478|Plot-2_Pitfall-Trap|Subplot-M|Pitfall-Trap|Diptera	COI	2	Insecta	Diptera	Insecta	Diptera	gi|429325123|dbj|AB698981.1|	91.01	656	55	4	5	658	5	658	0	881
3679|NZAC03012848|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Diptera	COI	4	Insecta	Diptera	Insecta	Diptera	gi|643435570|gb|KJ394797.1|	88.16	659	76	2	1	658	1	658	0	784
1980|NZAC03012270|Plot-4_Leaf-Litter|Subplot-A|Leaf-Litter|Lepidoptera	COI	4	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|529383153|gb|KF403211.1|	91.19	658	56	2	1	657	1	657	0	893
2094|NZAC03011306|Plot-6_Leaf-Litter|Subplot-N|Leaf-Litter|Lepidoptera	COI	2	Insecta	Lepidoptera	Insecta	Lepidoptera	gi|379767322|gb|JQ605175.1|	86.72	655	83	3	6	658	6	658	0	725
2376|NZAC03013834|Plot-LB1_Leaf-Litter|Subplot-E|Leaf-Litter|Araneae	COI	2	Arachnida	Araneae	Arachnida	Araneae	gi|296400128|gb|GU682851.1|	90.06	654	65	0	5	658	5	658	0	848
536|NZAC03010741|Plot-CM30c30_Pitfall-Trap|Subplot-M|Pitfall-Trap|Araneae	COI	4	Arachnida	Araneae	Arachnida	Araneae	gi|452091576|gb|JN817081.1|	87.17	647	79	4	1	645	26	670	0	732
3322|NZAC03012916|Plot-3_Leaf-Litter|Subplot-N|Leaf-Litter|Amphipoda	COI	2	Malacostraca	Amphipoda	Malacostraca	Amphipoda	gi|666437184|gb|KJ814235.1|	79.96	534	101	5	88	618	63	593	4.00E-104	388
751|NZAC03009141|Plot-LB1_Pitfall-Trap|Subplot-C|Pitfall-Trap|Carabidae	COI	3	Insecta	Coleoptera	Insecta	Carabidae	gi|398925500|gb|JX259737.1|	91.63	657	55	0	2	658	2	658	0	913
1389|NZAC03010526|Plot-6_Pitfall-Trap|Subplot-E|Pitfall-Trap|Endopterygota	COI	2	Insecta	Hymenoptera	Insecta	Hymenoptera	gi|380857348|gb|JN801182.1|	91.95	646	52	0	4	649	4	649	0	905
697|NZAC03009131|Plot-LB1_Pitfall-Trap|Subplot-O|Pitfall-Trap|Staphylinidae	COI	2	Insecta	Coleoptera	Insecta	Staphylinidae	gi|743170851|gb|KM449813.1|	88.94	651	68	4	1	649	4	652	0	800
2239|NZAC03011167|Plot-CM30c30_Leaf-Litter|Subplot-L|Leaf-Litter|Hemiptera	COI	3	Insecta	Hemiptera	Insecta	Hemiptera	gi|523456899|gb|KF365463.1|	81.59	630	106	9	6	630	11	635	3.00E-141	512
654|NZAC03009262|Plot-LB1_Pitfall-Trap|Subplot-L|Pitfall-Trap|Amphipoda	COI	10	Malacostraca	Amphipoda	Malacostraca	Amphipoda	gi|459218082|gb|KC578474.1|	79.52	620	117	10	44	658	10	624	2.00E-117	433
3708|NZAC03012589|Plot-5_Leaf-Litter|Subplot-I|Leaf-Litter|Pseudoscorpiones	COI	6	Arachnida	Pseudoscorpiones	Arachnida	Pseudoscorpiones	gi|193075390|gb|EU559513.1|	86.95	659	82	4	1	657	1	657	0	737
